question,answer,source
<@U0SBPJ484> セールスシステムPJの振り返りですが、1月中旬ごろまでにやろうと話していたと思うんですが、予定が組まれていないようです。どこかでボール落ちてませんか？,<@U0SBPJ484> セールスシステムPJの振り返りですが、1月中旬ごろまでにやろうと話していたと思うんですが、予定が組まれていないようです。どこかでボール落ちてませんか？,Slack #pj-speeda-ops-and-system
<@U765ZV763> SaaS横断の顧問契約について主管部署の相談をしたくMTGさせてもらえますか。太田さん入れて30分程度。,<@U765ZV763> SaaS横断の顧問契約について主管部署の相談をしたくMTGさせてもらえますか。太田さん入れて30分程度。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> セールスシステムのプロジェクトですが、UB Analyticsから岡（出来れば張替も）を入れてもらえますか？UB Analytics側で開発を進める対象を特定して動き出したく。,<@U0SBPJ484> セールスシステムのプロジェクトですが、UB Analyticsから岡（出来れば張替も）を入れてもらえますか？UB Analytics側で開発を進める対象を特定して動き出したく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> UB AnalyticsでChurn集計のダッシュボード構築は動き出したんですが、それ以外のデータ統合・集計・可視化等の優先順位ってどのようになっているでしょうか？おそらくまだ3月中に対応できるので、対応優先順位を決めたく。,<@U0SBPJ484> UB AnalyticsでChurn集計のダッシュボード構築は動き出したんですが、それ以外のデータ統合・集計・可視化等の優先順位ってどのようになっているでしょうか？おそらくまだ3月中に対応できるので、対応優先順位を決めたく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@UK0L8S881> 先週質問したこちら、いかがでしょうか？,<@U0SBPJ484> <@UK0L8S881> 先週質問したこちら、いかがでしょうか？,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> セールスシステムPJの1Qのアウトプットについてすり合わせさせてください。  1Qは業務プロセスの策定がゴールなので、<https://www.notion.so/uzabase/24-1-15-acc2b7c9dee04aa891dcf4d9ea1436b0|1月の新SPINリリース時に作成した業務プロセスのサマリ>を、SaaS Salesforceの本格リリース時点（10/1頃）にアップデートしたものがアウトプットになると思っていますが、認識合っていますか？そして4月から開発を開始する想定（もちろん多少の時期の前後はあり得ると思います）。,<@U0SBPJ484> <@U029EUZTRGU> セールスシステムPJの1Qのアウトプットについてすり合わせさせてください。  1Qは業務プロセスの策定がゴールなので、<https://www.notion.so/uzabase/24-1-15-acc2b7c9dee04aa891dcf4d9ea1436b0|1月の新SPINリリース時に作成した業務プロセスのサマリ>を、SaaS Salesforceの本格リリース時点（10/1頃）にアップデートしたものがアウトプットになると思っていますが、認識合っていますか？そして4月から開発を開始する想定（もちろん多少の時期の前後はあり得ると思います）。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 毎週月曜に「スケールできるセールスシステム - 業務・システムWeekly」というミーティングにインバイトそれ続けているんですが、こちら、僕の参加は必要なのでしょうか？ 必要なら役割を教えてもらいたく、不要なら削除してもらえますか？,<@U0SBPJ484> 毎週月曜に「スケールできるセールスシステム - 業務・システムWeekly」というミーティングにインバイトそれ続けているんですが、こちら、僕の参加は必要なのでしょうか？ 必要なら役割を教えてもらいたく、不要なら削除してもらえますか？,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> こちらの件って、まだ今週MTG組まれていないですよね？MTGの設定お願いできますか。  また、1/15と同じく<https://docs.google.com/spreadsheets/d/1W1xmlCcAAtK_EQimVHPgAUvBmCYP223b-yrNyshmmMw/edit#gid=0|意思決定構造>の意思決定者と合意出来ればと思いますが、太田さんから、1/15リリースに向けた<https://uzabase.slack.com/archives/C05MNQR7DPS/p1705036402577889|Slack上での投稿>では「意思決定者としての合意が求められているかわからなかった」とFBもらっているので、明確に合意するようにしましょう,<@U0SBPJ484> こちらの件って、まだ今週MTG組まれていないですよね？MTGの設定お願いできますか。  また、1/15と同じく<https://docs.google.com/spreadsheets/d/1W1xmlCcAAtK_EQimVHPgAUvBmCYP223b-yrNyshmmMw/edit#gid=0|意思決定構造>の意思決定者と合意出来ればと思いますが、太田さんから、1/15リリースに向けた<https://uzabase.slack.com/archives/C05MNQR7DPS/p1705036402577889|Slack上での投稿>では「意思決定者としての合意が求められているかわからなかった」とFBもらっているので、明確に合意するようにしましょう,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 商談所有者と商談所有者HRスクラムの「人」がイコールではないため、個人の数字（HR観点）と組織の数字（経営観点）がずれて、二重管理やスプシ・ダッシュボードの二重実装など困難が発生しているようです（ばんちゃんから聞きました）。この複雑な形はいろんなところに波及するリスクがあるように思うので対応してもらいたいんですが、誰が業務設計の担当者かわかりますか？連携してもらいたく。  例えばスクショのケースでは、LEND所属の上市さんが受注した商談ですが、LEND対象顧客ではないため、個人数値としては上市さんにつくが、組織としてはCFCDにつくので、チームリーダーの山下さんについているとのこと。ただ、この場合、以下の点が修正できるかと思います。 • そもそもLEND所属のメンバーがCFCD顧客の商談を管理していることがおかしい     ◦ 必要なら兼務するべき • 組織としてCFCDに着けたいのであればわざわざリーダーを介さず、組織情報としてCFCDを直接設定すればいい,<@U0SBPJ484> 商談所有者と商談所有者HRスクラムの「人」がイコールではないため、個人の数字（HR観点）と組織の数字（経営観点）がずれて、二重管理やスプシ・ダッシュボードの二重実装など困難が発生しているようです（ばんちゃんから聞きました）。この複雑な形はいろんなところに波及するリスクがあるように思うので対応してもらいたいんですが、誰が業務設計の担当者かわかりますか？連携してもらいたく。  例えばスクショのケースでは、LEND所属の上市さんが受注した商談ですが、LEND対象顧客ではないため、個人数値としては上市さんにつくが、組織としてはCFCDにつくので、チームリーダーの山下さんについているとのこと。ただ、この場合、以下の点が修正できるかと思います。 • そもそもLEND所属のメンバーがCFCD顧客の商談を管理していることがおかしい     ◦ 必要なら兼務するべき • 組織としてCFCDに着けたいのであればわざわざリーダーを介さず、組織情報としてCFCDを直接設定すればいい,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 業務プロセスのドキュメントについて、3月末時点何が決まってて、何が未済なのか分かりづらいので、未済部分を明確にしてもらえますか？  その上で関連する全意思決定者に展開して明確に合意してもらえればと。（昨日のような個別のMTGでは全体像や温度感がわからないので、テキストでもミーティングでもいいので、全員集めて合意してほしい）,<@U0SBPJ484> 業務プロセスのドキュメントについて、3月末時点何が決まってて、何が未済なのか分かりづらいので、未済部分を明確にしてもらえますか？  その上で関連する全意思決定者に展開して明確に合意してもらえればと。（昨日のような個別のMTGでは全体像や温度感がわからないので、テキストでもミーティングでもいいので、全員集めて合意してほしい）,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 以下の2点について、いつ頃対応できそうか教えてもらえますか？プロセスを意思決定者間で合意してから開発を始めると思うので早く進めたく。 <https://uzabase.slack.com/archives/C063HETKATZ/p1711584767673539?thread_ts=1709261612.437889&amp;cid=C063HETKATZ> <https://uzabase.slack.com/archives/C063HETKATZ/p1712016003301119>,<@U0SBPJ484> 以下の2点について、いつ頃対応できそうか教えてもらえますか？プロセスを意思決定者間で合意してから開発を始めると思うので早く進めたく。 <https://uzabase.slack.com/archives/C063HETKATZ/p1711584767673539?thread_ts=1709261612.437889&amp;cid=C063HETKATZ> <https://uzabase.slack.com/archives/C063HETKATZ/p1712016003301119>,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> こちらの件、結論どうなりましたか？影響が大きいので最終的な整理を知りたいのと、各組織のR&amp;Rにもしっかり入れてもらいたく。,<@U0SBPJ484> こちらの件、結論どうなりましたか？影響が大きいので最終的な整理を知りたいのと、各組織のR&amp;Rにもしっかり入れてもらいたく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 先ほど話していた個社別価格の複雑性について、課題のまとめとかありますか？契約項目やディスカウントの整理の中で、対応すべき課題として取り込みたく。,<@U0SBPJ484> 先ほど話していた個社別価格の複雑性について、課題のまとめとかありますか？契約項目やディスカウントの整理の中で、対応すべき課題として取り込みたく。,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> Master Salesforceの契約オブジェクトの定義書ってあります？いまデータ上で標準化されている契約項目を把握したく。,<@U029EUZTRGU> Master Salesforceの契約オブジェクトの定義書ってあります？いまデータ上で標準化されている契約項目を把握したく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> そういえば昨日話した稟議申請機能についてニュアンスずれないための補足なんですが、「起案者と承認者がそれぞれ一ヶ所だけ参照すればよく、転記が発生しない状態」を実現することができれば、アーキテクチャは任せたいと思います。（なので、Salesforce上ですべて閉じるのがシンプルだとは思いますが、もし承認プロセスを別システムに集約してそのシステムと繋ぎこんだ方が実現しやすいなら、それでもいいと思います）,<@U0SBPJ484> そういえば昨日話した稟議申請機能についてニュアンスずれないための補足なんですが、「起案者と承認者がそれぞれ一ヶ所だけ参照すればよく、転記が発生しない状態」を実現することができれば、アーキテクチャは任せたいと思います。（なので、Salesforce上ですべて閉じるのがシンプルだとは思いますが、もし承認プロセスを別システムに集約してそのシステムと繋ぎこんだ方が実現しやすいなら、それでもいいと思います）,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> こちら確認したんですが、個社別価格のほうは、「複数のディスカウントを加味した共通的なディスカウントロジックの不在」が問題という理解であっていますよね？  要するに 「複数の契約・商談・取引先・グループ会社の情報（既存、新規）」 に対して、 「既存・新規顧客に提供可能な価格テーブル（レンジ含む）」 をロジカルに算出する統合的な数式があれば、問題は解消するという理解。,<@U0SBPJ484> こちら確認したんですが、個社別価格のほうは、「複数のディスカウントを加味した共通的なディスカウントロジックの不在」が問題という理解であっていますよね？  要するに 「複数の契約・商談・取引先・グループ会社の情報（既存、新規）」 に対して、 「既存・新規顧客に提供可能な価格テーブル（レンジ含む）」 をロジカルに算出する統合的な数式があれば、問題は解消するという理解。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> LEND経営会議での共有内容の共有です。LENDでBig Dealの見込み管理を開始しようとしています。 いったんスプシ上で管理する方針で動いているようなんですが、Salesforce管理することもできると思うので、スピーダSalesforceのFS要件の一つとしていったん検討お願いできますか？作田さんが検討しているものなので話してもらえればと。 <https://docs.google.com/spreadsheets/d/1OP91lMzvGd2x8mBmcliVNkEJ0PTumKGZvIV-AXgxd7Q/edit#gid=1807524415> ※今後いろんな情報が載りそうなシートなので、いったん蒲原さんと武藤さんのみに権限をつけています,<@U0SBPJ484> <@U029EUZTRGU> LEND経営会議での共有内容の共有です。LENDでBig Dealの見込み管理を開始しようとしています。 いったんスプシ上で管理する方針で動いているようなんですが、Salesforce管理することもできると思うので、スピーダSalesforceのFS要件の一つとしていったん検討お願いできますか？作田さんが検討しているものなので話してもらえればと。 <https://docs.google.com/spreadsheets/d/1OP91lMzvGd2x8mBmcliVNkEJ0PTumKGZvIV-AXgxd7Q/edit#gid=1807524415> ※今後いろんな情報が載りそうなシートなので、いったん蒲原さんと武藤さんのみに権限をつけています,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@UK0L8S881> <https://uzabase.slack.com/archives/C063HETKATZ/p1711955516504079|こちらの冒頭>で話した課題対応って、いまどのような進捗でしょうか？  福山さんと会話していたら、課題の対応方針と期日感がFP&amp;Aに伝わっていないとのことだったので、もしそうであれば共有お願いしたく。,<@U0SBPJ484> <@UK0L8S881> <https://uzabase.slack.com/archives/C063HETKATZ/p1711955516504079|こちらの冒頭>で話した課題対応って、いまどのような進捗でしょうか？  福山さんと会話していたら、課題の対応方針と期日感がFP&amp;Aに伝わっていないとのことだったので、もしそうであれば共有お願いしたく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> 知っていれば教えてください。法人単位/グループ会社ディスカウント単位での確認を効率化するために、「既存契約の法人/グループ会社単位での契約ID数等をSalesforce上で一覧で確認できる状態」を作れないか検討してるんですが、やろうと思えば可能ですよね？ 個社価格のシステム化までは難しいけど、その手前のID数確認までは対応したほうがよさそうだなと考えてます。,<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> 知っていれば教えてください。法人単位/グループ会社ディスカウント単位での確認を効率化するために、「既存契約の法人/グループ会社単位での契約ID数等をSalesforce上で一覧で確認できる状態」を作れないか検討してるんですが、やろうと思えば可能ですよね？ 個社価格のシステム化までは難しいけど、その手前のID数確認までは対応したほうがよさそうだなと考えてます。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> 「Salesforce上での稟議機能」について、承認が複雑で機能実装が難しい（承認プロセスは別システムに載せたほうがいい）という話を聞きましたが、具体的に<https://docs.google.com/spreadsheets/d/1cimgnI6wecikD06S4VfyXTLfl3FlyMaSpLLHYocs_vQ/edit#gid=888547748|売り上げ関連細則>のどの部分の実装が難しいか教えてもらえますか？Line by Lineで課題がある項目を教えてもらえるとわかりやすいです。,<@U0SBPJ484> <@U029EUZTRGU> 「Salesforce上での稟議機能」について、承認が複雑で機能実装が難しい（承認プロセスは別システムに載せたほうがいい）という話を聞きましたが、具体的に<https://docs.google.com/spreadsheets/d/1cimgnI6wecikD06S4VfyXTLfl3FlyMaSpLLHYocs_vQ/edit#gid=888547748|売り上げ関連細則>のどの部分の実装が難しいか教えてもらえますか？Line by Lineで課題がある項目を教えてもらえるとわかりやすいです。,Slack #pj-speeda-ops-and-system
"<@U030W8E5RMJ> ちょっと時間切れで確認できなかったんですが、さっき聞いた感じだと、SaaS Salesforceだと商品マスタと単価表をマスタとして持っておいて、契約プランとして括るような構造にしてます？テーブル構成図などあれば共有してもらえると助かります。  以下のイメージです • 商品マスタ = サービス名称（例えば「INITIALライセンス」）をキーにして、属性情報（例えば「月額商品」「自動更新有無」など） • 単価表 = サービス名称x変数（例えば「INITIALライセンスx3ID」）をキーにして、単価（例えば「50,000円」）を定義","<@U030W8E5RMJ> ちょっと時間切れで確認できなかったんですが、さっき聞いた感じだと、SaaS Salesforceだと商品マスタと単価表をマスタとして持っておいて、契約プランとして括るような構造にしてます？テーブル構成図などあれば共有してもらえると助かります。  以下のイメージです • 商品マスタ = サービス名称（例えば「INITIALライセンス」）をキーにして、属性情報（例えば「月額商品」「自動更新有無」など） • 単価表 = サービス名称x変数（例えば「INITIALライセンスx3ID」）をキーにして、単価（例えば「50,000円」）を定義",Slack #pj-speeda-ops-and-system
<@U0SBPJ484> すみませんが本日16時からのステコミ、16時半から30分に変更できませんか？先週ステコミやったばかりなので短縮したく（そして移動時間に充てたい）。,<@U0SBPJ484> すみませんが本日16時からのステコミ、16時半から30分に変更できませんか？先週ステコミやったばかりなので短縮したく（そして移動時間に充てたい）。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> ステコミの資料について、どこかのブックマークかカレンダーに貼ってもらえますか？見ようと思った時の導線がなくて、かつNotion上で検索しても引っ掛かりづらく。,<@U0SBPJ484> ステコミの資料について、どこかのブックマークかカレンダーに貼ってもらえますか？見ようと思った時の導線がなくて、かつNotion上で検索しても引っ掛かりづらく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> Data Cloudの見積書をいただけますか？CRのデータ集約用に使用すると言っていた分の金額が大きいことが課題になっている認識なので明細を見たく。（作田さんいわく従量課金型になっているはずとのことだったので、作田さんにもチェックに入ってもらいたく、頭出ししてます）,<@U0SBPJ484> <@U029EUZTRGU> Data Cloudの見積書をいただけますか？CRのデータ集約用に使用すると言っていた分の金額が大きいことが課題になっている認識なので明細を見たく。（作田さんいわく従量課金型になっているはずとのことだったので、作田さんにもチェックに入ってもらいたく、頭出ししてます）,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> 移動が間に合わず、2時半のMTGにすこし遅れるかもしれません。先に始めてもらえますか。,<@U029EUZTRGU> 移動が間に合わず、2時半のMTGにすこし遅れるかもしれません。先に始めてもらえますか。,Slack #pj-speeda-ops-and-system
