question,answer,source
ありがとうございます。ジョブカンのフローはIT DomainのIT Ops Teamが担当なので、 <@U06R99BFLGY> <@U03MB6D2BQQ> に依頼してもらえればと。,ありがとうございます。ジョブカンのフローはIT DomainのIT Ops Teamが担当なので、 <@U06R99BFLGY> <@U03MB6D2BQQ> に依頼してもらえればと。,Slack #speeda-seo-fy2025
こちらでお願いします <https://uzabase.enterprise.slack.com/archives/C87JE45L2|https://uzabase.enterprise.slack.com/archives/C87JE45L2>,こちらでお願いします <https://uzabase.enterprise.slack.com/archives/C87JE45L2|https://uzabase.enterprise.slack.com/archives/C87JE45L2>,Slack #speeda-seo-fy2025
Opsの観点では張替が参加でも大丈夫です。  契約プラン・プライシングの役割をCPO・CROが持つ話も出ているので、その接続の観点で翔陽さん・作田さんも参加したほうがいい気がします。,Opsの観点では張替が参加でも大丈夫です。  契約プラン・プライシングの役割をCPO・CROが持つ話も出ているので、その接続の観点で翔陽さん・作田さんも参加したほうがいい気がします。,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3Z46KG4B> 来期のR&Rを整理してます（自分が関わりそうなところ）。もともと作田・張替・太田で<https://www.notion.so/uzabase/FY25-d0cacf10e35d4863a5f95e170593b4f2|9月頃に役割整理したドキュメント>をもとに、役割が重複またはボールが落ちそうなところを記載しました。1/1時点の組織のR&Rに落とそうと思うので、認識齟齬無いか確認お願いできますでしょうか？  • 事業開発     ◦ 新商品の開発・既存商品の変更         ▪︎ 新商品・既存商品の商品性の企画　西川（CPO）・作田（CRO）         ▪︎ 新商品・既存商品の商品性の構築（プロダクト）　西川（CPO）         ▪︎ 新商品・既存商品の商品性の構築（契約）　張替（Ops）     ◦ 販路拡大         ▪︎ 販売パートナーの企画・構築　作田（CRO）     ◦ 契約スキーム         ▪︎ 契約体系・契約項目の企画・構築　張替（Ops）     ◦ アライアンス・M&A         ▪︎ アライアンス・M&Aの企画・推進　太田（M&A） • プライシング     ◦ 料金素案の作成	西川（CPO）     ◦ 料金設計（システム・Opsを加味）	張替（Ops）     ◦ 料金案に対する収益性確認・承認	千葉（FP&A）,<@U06FZPTPL6N> <@U3Z46KG4B> 来期のR&Rを整理してます（自分が関わりそうなところ）。もともと作田・張替・太田で<https://www.notion.so/uzabase/FY25-d0cacf10e35d4863a5f95e170593b4f2|9月頃に役割整理したドキュメント>をもとに、役割が重複またはボールが落ちそうなところを記載しました。1/1時点の組織のR&Rに落とそうと思うので、認識齟齬無いか確認お願いできますでしょうか？  • 事業開発     ◦ 新商品の開発・既存商品の変更         ▪︎ 新商品・既存商品の商品性の企画　西川（CPO）・作田（CRO）         ▪︎ 新商品・既存商品の商品性の構築（プロダクト）　西川（CPO）         ▪︎ 新商品・既存商品の商品性の構築（契約）　張替（Ops）     ◦ 販路拡大         ▪︎ 販売パートナーの企画・構築　作田（CRO）     ◦ 契約スキーム         ▪︎ 契約体系・契約項目の企画・構築　張替（Ops）     ◦ アライアンス・M&A         ▪︎ アライアンス・M&Aの企画・推進　太田（M&A） • プライシング     ◦ 料金素案の作成	西川（CPO）     ◦ 料金設計（システム・Opsを加味）	張替（Ops）     ◦ 料金案に対する収益性確認・承認	千葉（FP&A）,Slack #speeda-seo-fy2025
<@U3Z46KG4B> はい、実装のための設計を僕の方で調整できれば大丈夫です。 <@U06FZPTPL6N> 価格の素案は翔陽さん管掌に変更で大丈夫でしょうか？,<@U3Z46KG4B> はい、実装のための設計を僕の方で調整できれば大丈夫です。 <@U06FZPTPL6N> 価格の素案は翔陽さん管掌に変更で大丈夫でしょうか？,Slack #speeda-seo-fy2025
ありがとうございます。記載変更しました,ありがとうございます。記載変更しました,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3LBCLTAL> <@U3Z46KG4B> 先ほどおかゆさん・ヒデさん・傑さんのミーティングのなかで、「商品性の企画のオーナーは私ということで作田さんと合意している」ということを傑さんが話していたと聞きました。これを踏まえて役割分担を正確に更新したいのですが、以下で合っているでしょうか？  • 事業開発     ◦ 新商品の開発・既存商品の変更         ▪︎ *新商品・既存商品の商品性の企画　~西川（CPO）・作田（CRO）・~  ⇒ 山本*         ▪︎ 新商品・既存商品の商品性の構築（プロダクト）　西川（CPO）         ▪︎ 新商品・既存商品の商品性の構築（契約）　張替（Ops）     ◦ 販路拡大         ▪︎ 販売パートナーの企画・構築　作田（CRO）     ◦ 契約スキーム         ▪︎ 契約体系・契約項目の企画・構築　張替（Ops）     ◦ アライアンス・M&A         ▪︎ アライアンス・M&Aの企画・推進　太田（M&A） • プライシング     ◦ 料金素案の作成	西川（CPO）     ◦ 料金設計（システム・Opsを加味）	張替（Ops）     ◦ 料金案に対する収益性確認・承認	千葉（FP&A）,<@U06FZPTPL6N> <@U3LBCLTAL> <@U3Z46KG4B> 先ほどおかゆさん・ヒデさん・傑さんのミーティングのなかで、「商品性の企画のオーナーは私ということで作田さんと合意している」ということを傑さんが話していたと聞きました。これを踏まえて役割分担を正確に更新したいのですが、以下で合っているでしょうか？  • 事業開発     ◦ 新商品の開発・既存商品の変更         ▪︎ *新商品・既存商品の商品性の企画　~西川（CPO）・作田（CRO）・~  ⇒ 山本*         ▪︎ 新商品・既存商品の商品性の構築（プロダクト）　西川（CPO）         ▪︎ 新商品・既存商品の商品性の構築（契約）　張替（Ops）     ◦ 販路拡大         ▪︎ 販売パートナーの企画・構築　作田（CRO）     ◦ 契約スキーム         ▪︎ 契約体系・契約項目の企画・構築　張替（Ops）     ◦ アライアンス・M&A         ▪︎ アライアンス・M&Aの企画・推進　太田（M&A） • プライシング     ◦ 料金素案の作成	西川（CPO）     ◦ 料金設計（システム・Opsを加味）	張替（Ops）     ◦ 料金案に対する収益性確認・承認	千葉（FP&A）,Slack #speeda-seo-fy2025
<@U3LBCLTAL> はい、僕というよりも作田さん・翔陽さんが、オーナーを決めてくれればいいと思います。具体的にはおかゆさんが誰と会話して合意すればいいのかがわからない状態になっているので、それを解消できればと思います。,<@U3LBCLTAL> はい、僕というよりも作田さん・翔陽さんが、オーナーを決めてくれればいいと思います。具体的にはおかゆさんが誰と会話して合意すればいいのかがわからない状態になっているので、それを解消できればと思います。,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3Z46KG4B> 改めて、「新商品・既存商品の商品性の企画」のオーナー・意思決定者を教えていただければと。,<@U06FZPTPL6N> <@U3Z46KG4B> 改めて、「新商品・既存商品の商品性の企画」のオーナー・意思決定者を教えていただければと。,Slack #speeda-seo-fy2025
誰が決めるのかが明確になっていればいいので、2人でも大丈夫ですね,誰が決めるのかが明確になっていればいいので、2人でも大丈夫ですね,Slack #speeda-seo-fy2025
了解しました。では既存は傑さん、新規は翔陽さんと会話して決めるようにしますね,了解しました。では既存は傑さん、新規は翔陽さんと会話して決めるようにしますね,Slack #speeda-seo-fy2025
（まったく急ぎではないので週明けで大丈夫です） ちなみに、新商品と既存商品の切り分けもややわかりずらいのですが、例えば旧FORCAS関連の以下の①②③は、それぞれ新商品/既存商品のいずれになるイメージでしょうか？  ①「営業リサーチ/顧客企業分析/顧客企業データハブの分離」 ②「NPID無しの営業リサーチ（ユーザー課金）」 ③「営業リサーチのMAUプラン新設」,（まったく急ぎではないので週明けで大丈夫です） ちなみに、新商品と既存商品の切り分けもややわかりずらいのですが、例えば旧FORCAS関連の以下の①②③は、それぞれ新商品/既存商品のいずれになるイメージでしょうか？  ①「営業リサーチ/顧客企業分析/顧客企業データハブの分離」 ②「NPID無しの営業リサーチ（ユーザー課金）」 ③「営業リサーチのMAUプラン新設」,Slack #speeda-seo-fy2025
SVP横断での重要課題はイシューリストに集約され、経営会議・SVP会議で報告される構造になると思います。なので、SVPが責任を持ってイシューリスト実現のためのOKRを各自設定することにして、OKRはSVPを最上位にするのがいいのではないでしょうか。,SVP横断での重要課題はイシューリストに集約され、経営会議・SVP会議で報告される構造になると思います。なので、SVPが責任を持ってイシューリスト実現のためのOKRを各自設定することにして、OKRはSVPを最上位にするのがいいのではないでしょうか。,Slack #speeda-seo-fy2025
<@U012NLARB6D> 守屋さんのほうで来期の会議体を取りまとめてくださっていたと思うので、以下の変更をお願いできますか？③の参加者変更については、マネジメントサポートへの依頼もお願いしてよいでしょうか？  ■Sales Development会議について ①名称変更（変更後は「Ops×業務連携会議」） ②アジェンダ変更 &gt; • 案件概況の共有 &gt; • 案件優先順位の策定 &gt; • 新商品や価格変更等の協議 &gt; • 個別案件の協議・意思決定 ③参加者変更（翔陽さん、服部さんを任意参加で追加）,<@U012NLARB6D> 守屋さんのほうで来期の会議体を取りまとめてくださっていたと思うので、以下の変更をお願いできますか？③の参加者変更については、マネジメントサポートへの依頼もお願いしてよいでしょうか？  ■Sales Development会議について ①名称変更（変更後は「Ops×業務連携会議」） ②アジェンダ変更 &gt; • 案件概況の共有 &gt; • 案件優先順位の策定 &gt; • 新商品や価格変更等の協議 &gt; • 個別案件の協議・意思決定 ③参加者変更（翔陽さん、服部さんを任意参加で追加）,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3Z46KG4B> 細かくてすみません、旧FORCASを除いても翔陽さんの投稿だと、 • *「既存」作田* • 「新商品」西川 となっていて、作田さんの投稿だと • *「既存」山本* • 「新商品」西川 となっており、既存について誰が対応するのかずれています。  そこで提案なんですが、過渡期なのでこれ以上役割を明確にするのは難しいと思うので、いったん • *商品性の企画*     ◦ *「既存」作田・山本（2人で決める）*     ◦ *「新商品」西川* で開始できればと思うのですが、いかがでしょうか？ ※そして「既存」「新商品」の境目もやや不明確なので、時には3人で決めていただく,<@U06FZPTPL6N> <@U3Z46KG4B> 細かくてすみません、旧FORCASを除いても翔陽さんの投稿だと、 • *「既存」作田* • 「新商品」西川 となっていて、作田さんの投稿だと • *「既存」山本* • 「新商品」西川 となっており、既存について誰が対応するのかずれています。  そこで提案なんですが、過渡期なのでこれ以上役割を明確にするのは難しいと思うので、いったん • *商品性の企画*     ◦ *「既存」作田・山本（2人で決める）*     ◦ *「新商品」西川* で開始できればと思うのですが、いかがでしょうか？ ※そして「既存」「新商品」の境目もやや不明確なので、時には3人で決めていただく,Slack #speeda-seo-fy2025
<@U012NLARB6D> すみません、こちら見逃しているかもしれないので念のためメンションしますね,<@U012NLARB6D> すみません、こちら見逃しているかもしれないので念のためメンションしますね,Slack #speeda-seo-fy2025
庶務は必須でOpsに集約しているわけではないので、Ops側では特に問題ないです。  ただシンプルに、上の業務は分割すればアルバイトメンバーやDA雇用で対応できると思うので、正社員がやるのはコストが高いように思います（逆に、コスト増にならないなら良いと思います）。,庶務は必須でOpsに集約しているわけではないので、Ops側では特に問題ないです。  ただシンプルに、上の業務は分割すればアルバイトメンバーやDA雇用で対応できると思うので、正社員がやるのはコストが高いように思います（逆に、コスト増にならないなら良いと思います）。,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> すみません、明日なんですがプライベートの都合で夜まで家にいる必要があり、忘年会を欠席に変更したいのですが良いでしょうか？,<@U06FZPTPL6N> すみません、明日なんですがプライベートの都合で夜まで家にいる必要があり、忘年会を欠席に変更したいのですが良いでしょうか？,Slack #speeda-seo-fy2025
すみません、年始でちょっと時間取れておらず、来週水曜ごろを目処に確認します。,すみません、年始でちょっと時間取れておらず、来週水曜ごろを目処に確認します。,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> 太田さんが言っているコンサルは、たぶんサイモンクチャーですね。以前カーライルからの紹介で一度ミーティングしました。  知見はありそうでしたが、1年ほど前の時点ではUBの契約データ等がバラバラでとても情報共有できる状態ではなかったので、エッセンスのみ勉強させてもらい、「本格的に検討する際にお声がけさせて下さい」と伝えて止めてます。  以下にミーティングのメモと、先方からもらった資料をまとめてるので、参考にしていただければと。 <https://www.notion.so/uzabase/MTG-d243237bd4074636bc1be0a5497d73b9?pvs=4|https://www.notion.so/uzabase/MTG-d243237bd4074636bc1be0a5497d73b9?pvs=4>,<@U06FZPTPL6N> 太田さんが言っているコンサルは、たぶんサイモンクチャーですね。以前カーライルからの紹介で一度ミーティングしました。  知見はありそうでしたが、1年ほど前の時点ではUBの契約データ等がバラバラでとても情報共有できる状態ではなかったので、エッセンスのみ勉強させてもらい、「本格的に検討する際にお声がけさせて下さい」と伝えて止めてます。  以下にミーティングのメモと、先方からもらった資料をまとめてるので、参考にしていただければと。 <https://www.notion.so/uzabase/MTG-d243237bd4074636bc1be0a5497d73b9?pvs=4|https://www.notion.so/uzabase/MTG-d243237bd4074636bc1be0a5497d73b9?pvs=4>,Slack #speeda-seo-fy2025
<@U0128F6A6TX> アジアのER責任者の方が販売を推進していく商品について整理と開発を進めようとしており、２点教えていただけますか？ ①販売を推進していく商品って、「スピーダ経済情報リサーチのオプションのERチケット提供」「SEA向けのERプラン」の2つで認識合ってますよね？ ②「SEA向けのERプラン」について、野口さんから「FO依頼ページは英語対応済」「公開FOに関しては各コンテンツの翻訳はできてない」と聞いています。公開FOの英語対応も必要になりますよね？それとも、当初は公開FOは英語対応不要でしょうか？,<@U0128F6A6TX> アジアのER責任者の方が販売を推進していく商品について整理と開発を進めようとしており、２点教えていただけますか？ ①販売を推進していく商品って、「スピーダ経済情報リサーチのオプションのERチケット提供」「SEA向けのERプラン」の2つで認識合ってますよね？ ②「SEA向けのERプラン」について、野口さんから「FO依頼ページは英語対応済」「公開FOに関しては各コンテンツの翻訳はできてない」と聞いています。公開FOの英語対応も必要になりますよね？それとも、当初は公開FOは英語対応不要でしょうか？,Slack #speeda-seo-fy2025
<@U03EKMATA> すみません、睡眠系の話が続いて恐縮なんですが、昨日ほとんど寝れておらず体調がいまいちなので、今日の懇親会は欠席させていただけますか,<@U03EKMATA> すみません、睡眠系の話が続いて恐縮なんですが、昨日ほとんど寝れておらず体調がいまいちなので、今日の懇親会は欠席させていただけますか,Slack #speeda-seo-fy2025
<@U3LBCLTAL> 遅くなりましたがざっと確認してコメントを入れました。細かい商品性・機能のところはお任せする前提で、契約体系の構成や例外扱いになりそうなものを中心に見ましたが、大きな違和感はなかったです。  一方、標準価格からずれる場合のディスカウントについては、データ設計や承認設計と合わせて考える必要があるので、まずは商品性を全体的に整理した後に取り組むのでもいいかと思います。,<@U3LBCLTAL> 遅くなりましたがざっと確認してコメントを入れました。細かい商品性・機能のところはお任せする前提で、契約体系の構成や例外扱いになりそうなものを中心に見ましたが、大きな違和感はなかったです。  一方、標準価格からずれる場合のディスカウントについては、データ設計や承認設計と合わせて考える必要があるので、まずは商品性を全体的に整理した後に取り組むのでもいいかと思います。,Slack #speeda-seo-fy2025
<@U012NLARB6D> AnC新リーダーの渡邊さんに、スピーダ経営合宿（四半期毎）に参加してもらいたいと思うんですが、良いでしょうか？事業サイドの大きな動きやリスクを早めに認識してもらう構造を作りたく。 問題なさそうであれば、他の会議体への参加と合わせて、僕からマネジメントサポートに依頼します。,<@U012NLARB6D> AnC新リーダーの渡邊さんに、スピーダ経営合宿（四半期毎）に参加してもらいたいと思うんですが、良いでしょうか？事業サイドの大きな動きやリスクを早めに認識してもらう構造を作りたく。 問題なさそうであれば、他の会議体への参加と合わせて、僕からマネジメントサポートに依頼します。,Slack #speeda-seo-fy2025
<@U3LBCLTAL> ふと気になったんですが、資料内に「契約項目」や「価格設計（ボリュームディスカウントなど）」の記載があったんですが、これらの方針策定はOpsオーナーの認識で合ってますよね？  昨年の9月に各領域の所管部門を経営会議で決めており、<https://www.notion.so/uzabase/2024-09-04-70a46c8e4bb44ff5aeb2eed9a37bf951|こちらの資料>にまとめているんですが、以下の分担にしています。 ①利用規約はPdM所管 ②契約条件はOps所管 ③料金表はOps所管 ④販売可能商品一覧はCRO+GBD所管 ⑤パッケージ一覧はCEO所管（ただし、CRO、CPO、Opsがいる状態で経営会議で議論する）  今回の販売プランの話は、このうちの⑤の話なので、②③あたりは別件、またはOpsオーナーで同時進行で進めていく感じかなと思っています。,<@U3LBCLTAL> ふと気になったんですが、資料内に「契約項目」や「価格設計（ボリュームディスカウントなど）」の記載があったんですが、これらの方針策定はOpsオーナーの認識で合ってますよね？  昨年の9月に各領域の所管部門を経営会議で決めており、<https://www.notion.so/uzabase/2024-09-04-70a46c8e4bb44ff5aeb2eed9a37bf951|こちらの資料>にまとめているんですが、以下の分担にしています。 ①利用規約はPdM所管 ②契約条件はOps所管 ③料金表はOps所管 ④販売可能商品一覧はCRO+GBD所管 ⑤パッケージ一覧はCEO所管（ただし、CRO、CPO、Opsがいる状態で経営会議で議論する）  今回の販売プランの話は、このうちの⑤の話なので、②③あたりは別件、またはOpsオーナーで同時進行で進めていく感じかなと思っています。,Slack #speeda-seo-fy2025
<@U3LBCLTAL> すみません、少しずれてて、個別案件の話ではなく各領域での戦略や意思決定の話です。  コトラーの7Pのような権限分掌のイメージで、契約条件や料金表はOpsがオーナーを持ってその領域の最適解を作るイメージです。,<@U3LBCLTAL> すみません、少しずれてて、個別案件の話ではなく各領域での戦略や意思決定の話です。  コトラーの7Pのような権限分掌のイメージで、契約条件や料金表はOpsがオーナーを持ってその領域の最適解を作るイメージです。,Slack #speeda-seo-fy2025
もう少し具体的には、「契約体系」「契約項目」「料金体系」「稟議規定」については、個別のプロダクトや契約プランとは独立して基本方針を策定して、経営会議等でも合意し、イシューリストや開発計画にも落として順次進めています。これに対して新しい提案を上げるのはもちろんありだと思いますが、この領域での今回のような「基本方針の策定」のオーナーはOpsかなと思います。 <https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf?pvs=4|https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf?pvs=4>,もう少し具体的には、「契約体系」「契約項目」「料金体系」「稟議規定」については、個別のプロダクトや契約プランとは独立して基本方針を策定して、経営会議等でも合意し、イシューリストや開発計画にも落として順次進めています。これに対して新しい提案を上げるのはもちろんありだと思いますが、この領域での今回のような「基本方針の策定」のオーナーはOpsかなと思います。 <https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf?pvs=4|https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf?pvs=4>,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> 相談です。1QのIT開発について、開発リソースがボトルネックになってスピーダSFの残課題対応が追い付かない状態なので、ITリソースを使わずに対応できそうなところを、Ops側で巻き取って対応できないか検討しています。  以下の「データフィード販売（スピーダSF拡張）」については、おそらく2-3Qの販売件数・売上高はそこまで多くないと思う一方で、18Pt扱いになっていてかなりITリソースを取る想定になっているので、Ops側でスプシ管理の前提で暫定対応したほうがいいように思うのですが、違和感ありますか？ 1Q末時点で販売はできるようにして、2Q以降に改めてシステム対応を進める想定です（要件定義が固まっている状態になるので、IT工数も減るはず）  ■1Q対応案件*（太字箇所が変更を検討したいもの）：合計161Pt* • Global対応（Speeda SEAのCRS時間を対価にしたSPERサービス提供） • Agentforce設定 • ERプラン（SEA） • SPINER（スピーダSF拡張） • 旧体系プランの一部値上げ（スピーダSF拡張） • オペレーションの分岐の削減と高速化 • NPブランドデザインの商談管理（スピーダSF拡張） • NP法人プラン（スピーダSF拡張） • *データフィード販売（スピーダSF拡張）：18Pt*     ◦ *件数が少なく、短期的には生産性・売上へのインパクトが少ないので、スプシ管理から始めるように変更する（リリースはする）* • スピーダSalesforceの改善開発：20Pt • SPIN環境・FS環境からのデータ移行残対応および稼働後ハイパーケア：15Pt,<@U06FZPTPL6N> 相談です。1QのIT開発について、開発リソースがボトルネックになってスピーダSFの残課題対応が追い付かない状態なので、ITリソースを使わずに対応できそうなところを、Ops側で巻き取って対応できないか検討しています。  以下の「データフィード販売（スピーダSF拡張）」については、おそらく2-3Qの販売件数・売上高はそこまで多くないと思う一方で、18Pt扱いになっていてかなりITリソースを取る想定になっているので、Ops側でスプシ管理の前提で暫定対応したほうがいいように思うのですが、違和感ありますか？ 1Q末時点で販売はできるようにして、2Q以降に改めてシステム対応を進める想定です（要件定義が固まっている状態になるので、IT工数も減るはず）  ■1Q対応案件*（太字箇所が変更を検討したいもの）：合計161Pt* • Global対応（Speeda SEAのCRS時間を対価にしたSPERサービス提供） • Agentforce設定 • ERプラン（SEA） • SPINER（スピーダSF拡張） • 旧体系プランの一部値上げ（スピーダSF拡張） • オペレーションの分岐の削減と高速化 • NPブランドデザインの商談管理（スピーダSF拡張） • NP法人プラン（スピーダSF拡張） • *データフィード販売（スピーダSF拡張）：18Pt*     ◦ *件数が少なく、短期的には生産性・売上へのインパクトが少ないので、スプシ管理から始めるように変更する（リリースはする）* • スピーダSalesforceの改善開発：20Pt • SPIN環境・FS環境からのデータ移行残対応および稼働後ハイパーケア：15Pt,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> ちなみに、4月中旬以降のリリースでも大丈夫でしょうか？3月中旬～4月中旬がOpsの繁忙期で、マニュアル対応の前提でそれ以前に対応するのはちょっと厳しく。,<@U06FZPTPL6N> ちなみに、4月中旬以降のリリースでも大丈夫でしょうか？3月中旬～4月中旬がOpsの繁忙期で、マニュアル対応の前提でそれ以前に対応するのはちょっと厳しく。,Slack #speeda-seo-fy2025
<@U3Z46KG4B> すみません、上の件、確認できたタイミングで教えていただけると助かります,<@U3Z46KG4B> すみません、上の件、確認できたタイミングで教えていただけると助かります,Slack #speeda-seo-fy2025
<@U3Z46KG4B> <@U06FZPTPL6N> ちょっと相談です。データフィード関連の内容や販売タイミングなどが個別で会話されて決まってしまっているような話を聞いています。エンジニアチームからOpsに「3月中に販売開始するために〇〇案件を遅延させてください」と相談してきたり。  一方で、2024/12/10の経営会議で決めたように、新商品の起案・承認はSEO会議内で意思決定することになっており、販売開始日含め、特にまだ意思決定されていない認識です。たぶんこの意思決定プロセスの認識が漏れていると思うので、関係部署に共有お願いできないでしょうか？（もしくは僕がどこかの定例で周知するでも大丈夫です） <https://www.notion.so/uzabase/2024-12-10-15758a336035809889bce4c62363cba0>,<@U3Z46KG4B> <@U06FZPTPL6N> ちょっと相談です。データフィード関連の内容や販売タイミングなどが個別で会話されて決まってしまっているような話を聞いています。エンジニアチームからOpsに「3月中に販売開始するために〇〇案件を遅延させてください」と相談してきたり。  一方で、2024/12/10の経営会議で決めたように、新商品の起案・承認はSEO会議内で意思決定することになっており、販売開始日含め、特にまだ意思決定されていない認識です。たぶんこの意思決定プロセスの認識が漏れていると思うので、関係部署に共有お願いできないでしょうか？（もしくは僕がどこかの定例で周知するでも大丈夫です） <https://www.notion.so/uzabase/2024-12-10-15758a336035809889bce4c62363cba0>,Slack #speeda-seo-fy2025
