question,answer,source
<@U04LK3VQ1B7> ちょっと教えてほしいんですが、以下の二つの経営戦略リスト項目のマイルストンをITとすり合わせたいんですが、どこで会話するのがいいでしょうか？王さんと会話すればオッケーです？ • <https://www.notion.so/uzabase/17c58a33603580588f2ecc2091839381?pvs=4|販売管理基盤の整備による生産性向上と統制強化> • <https://www.notion.so/uzabase/17c58a336035805f96caeaa7fe0793a3?pvs=4|購買管理基盤の整備による生産性向上と統制強化>,<@U04LK3VQ1B7> ちょっと教えてほしいんですが、以下の二つの経営戦略リスト項目のマイルストンをITとすり合わせたいんですが、どこで会話するのがいいでしょうか？王さんと会話すればオッケーです？ • <https://www.notion.so/uzabase/17c58a33603580588f2ecc2091839381?pvs=4|販売管理基盤の整備による生産性向上と統制強化> • <https://www.notion.so/uzabase/17c58a336035805f96caeaa7fe0793a3?pvs=4|購買管理基盤の整備による生産性向上と統制強化>,Slack #ub-board
作田さんが決められる範囲を超えて意思決定する場合には、必ずコンフリクトが発生するので、個別で話すのではなくて案件優先順位決めのメンバー全体で決める必要があるかと思います。リソース配分も追加投資も同様ですね。  ちなみに優先順位は１ヶ月ごとに見直すことになってて、来週火曜にそのMTGがあるので、そこで会話して決めませんか？,作田さんが決められる範囲を超えて意思決定する場合には、必ずコンフリクトが発生するので、個別で話すのではなくて案件優先順位決めのメンバー全体で決める必要があるかと思います。リソース配分も追加投資も同様ですね。  ちなみに優先順位は１ヶ月ごとに見直すことになってて、来週火曜にそのMTGがあるので、そこで会話して決めませんか？,Slack #ub-board
<@U03EKMATA> 来週の取締役会にインバイトされているんですが、今期から僕は不参加で合っていますよね？参加者の更新が追い付いていないのかもしれません。,<@U03EKMATA> 来週の取締役会にインバイトされているんですが、今期から僕は不参加で合っていますよね？参加者の更新が追い付いていないのかもしれません。,Slack #ub-board
<@U03EKMATA> 先日話に出てた新卒採用について、Opsでも検討できればと思うんですが、誰と話せばいいでしょうか？  フロント業務のシェアオペの組織（AIコンテストで組織図をデータ化して入賞したチーム）であれば受け入れできそうで、その後のキャリアパスも十分描けるので検討して進めたく。長期インターンは常に誰かはいるので、そこから新卒採用に繋げる設計ができればと思います。,<@U03EKMATA> 先日話に出てた新卒採用について、Opsでも検討できればと思うんですが、誰と話せばいいでしょうか？  フロント業務のシェアオペの組織（AIコンテストで組織図をデータ化して入賞したチーム）であれば受け入れできそうで、その後のキャリアパスも十分描けるので検討して進めたく。長期インターンは常に誰かはいるので、そこから新卒採用に繋げる設計ができればと思います。,Slack #ub-board
ありがとうございます。さっそく連携しました,ありがとうございます。さっそく連携しました,Slack #ub-board
<@U8PQH8JUT> 作田さんが<https://uzabase.slack.com/archives/C082RMPGULW/p1737011973772859|こちら>で相談しているのと同様に、Opsでも追加投資（OTC）をしたいと考えています。金額的にはおそらく1Q合計で、250-300万円ほどになるかと思います。  追加開発案件 • 英語版各種申込書の自動作成：5pt • 【請求】請求書無効化申請時に承認者に自動通知する機能を作る：5pt • 【請求】無効化した請求書のダウンロードリンクの無効化：5pt • 【商品】提案商品登録の利用終了日を自動入力：5pt これらはもともと旧環境でできていたがスピーダSFになってできなくなっていて、SO工数がこれらに関しては逆に増えてしまっている状態なので早く解消したい状況です。検討いただけますか？（Ops内でも有利差異を捻出できないか並行して確認してます）,<@U8PQH8JUT> 作田さんが<https://uzabase.slack.com/archives/C082RMPGULW/p1737011973772859|こちら>で相談しているのと同様に、Opsでも追加投資（OTC）をしたいと考えています。金額的にはおそらく1Q合計で、250-300万円ほどになるかと思います。  追加開発案件 • 英語版各種申込書の自動作成：5pt • 【請求】請求書無効化申請時に承認者に自動通知する機能を作る：5pt • 【請求】無効化した請求書のダウンロードリンクの無効化：5pt • 【商品】提案商品登録の利用終了日を自動入力：5pt これらはもともと旧環境でできていたがスピーダSFになってできなくなっていて、SO工数がこれらに関しては逆に増えてしまっている状態なので早く解消したい状況です。検討いただけますか？（Ops内でも有利差異を捻出できないか並行して確認してます）,Slack #ub-board
<@U8PQH8JUT> こちら、見積もったところ260万～325万円のレンジになりそうです。,<@U8PQH8JUT> こちら、見積もったところ260万～325万円のレンジになりそうです。,Slack #ub-board
<@U04LK3VQ1B7> 上で上げてるやつもITのCCT予算追加の話なので、合わせて千葉さんと会話してもらったほうがいいですね（5pt以下はCCTにアウトソース可能と聞いている）。,<@U04LK3VQ1B7> 上で上げてるやつもITのCCT予算追加の話なので、合わせて千葉さんと会話してもらったほうがいいですね（5pt以下はCCTにアウトソース可能と聞いている）。,Slack #ub-board
<@U03EKMATA> （<@U06FZPTPL6N> ）2週間くらい前のUB経営会議で話した「包括契約の導入」について、作田さんから「改めて考えたが、非常に重要性が高いと思うので経営戦略リストに入れたい」とリクエストをもらいました。SP-NP横断、かつ、契約スキーム構築が課題（Ops領域）になるので、コーポレートの経営戦略リストに入れようと思いますが、追加してもいいでしょうか？,<@U03EKMATA> （<@U06FZPTPL6N> ）2週間くらい前のUB経営会議で話した「包括契約の導入」について、作田さんから「改めて考えたが、非常に重要性が高いと思うので経営戦略リストに入れたい」とリクエストをもらいました。SP-NP横断、かつ、契約スキーム構築が課題（Ops領域）になるので、コーポレートの経営戦略リストに入れようと思いますが、追加してもいいでしょうか？,Slack #ub-board
<@U03EKMATA> ありがとうございます。いまの販売管理の項目は「生産性向上」が目的になっているので、それとは別で設定しようかと思います。,<@U03EKMATA> ありがとうございます。いまの販売管理の項目は「生産性向上」が目的になっているので、それとは別で設定しようかと思います。,Slack #ub-board
既存事業の話なので、そこになりそうですね,既存事業の話なので、そこになりそうですね,Slack #ub-board
<@U03EKMATA> 具体は明日共有しますが、UB Researchの田村さんについては、タイトル7へのプロモーションを取り下げるので、対象から外してもらえますか。今期レポートラインになった翔陽さんと、直属リーダーの高山さんとは合意済みです,<@U03EKMATA> 具体は明日共有しますが、UB Researchの田村さんについては、タイトル7へのプロモーションを取り下げるので、対象から外してもらえますか。今期レポートラインになった翔陽さんと、直属リーダーの高山さんとは合意済みです,Slack #ub-board
<@U03EKMATA> <@U02J63QV8> FB会議の中で話した「UB Research田村さんについて、NRIへの出戻りの話があるなかでタイトル7にプロモーションするかどうか」ですが、結論、*今のタイミングではタイトル７にプロモーションしない*ことにしようと思います。翔陽さん・高山さん・田村さんと会話した結論で、全員(前向きに)合意しています。 もし違和感等あれば教えていただければと。  理由はシンプルに「NRIへの出戻りの話を検討しているなかで、いまのタイミングでタイトル7として1年コミットするのは難しい」ということです。  プロモーションの話は以上で、以下は共有です。  UB Researchの組織や方向性に懸念が出ていることが分かったので、翔陽さん・高山さんと今後の体制やミッションについて会話していて、「（田村さんの今後の不確実性を踏まえて）今年前半くらいの目途で、今後の方針を決めましょう」と話して終話してます。検討は高山さんにリードしてもらうことになっています。,<@U03EKMATA> <@U02J63QV8> FB会議の中で話した「UB Research田村さんについて、NRIへの出戻りの話があるなかでタイトル7にプロモーションするかどうか」ですが、結論、*今のタイミングではタイトル７にプロモーションしない*ことにしようと思います。翔陽さん・高山さん・田村さんと会話した結論で、全員(前向きに)合意しています。 もし違和感等あれば教えていただければと。  理由はシンプルに「NRIへの出戻りの話を検討しているなかで、いまのタイミングでタイトル7として1年コミットするのは難しい」ということです。  プロモーションの話は以上で、以下は共有です。  UB Researchの組織や方向性に懸念が出ていることが分かったので、翔陽さん・高山さんと今後の体制やミッションについて会話していて、「（田村さんの今後の不確実性を踏まえて）今年前半くらいの目途で、今後の方針を決めましょう」と話して終話してます。検討は高山さんにリードしてもらうことになっています。,Slack #ub-board
こちらからの期待は伝えていて、本人が注力したい領域にも取り組める体制案も提案しているので、正直あとは本人次第かなという感じです。,こちらからの期待は伝えていて、本人が注力したい領域にも取り組める体制案も提案しているので、正直あとは本人次第かなという感じです。,Slack #ub-board
<@U06FZPTPL6N> 包括契約の件ですが、「包括契約による大型契約の実現」というテーマでいったんドラフトを記載しました。  作田さんに確認してもらいたいこととして、まずは1社受注することが重要だと思うので、「2025年中に1件受注する」ことを目標に、「2Qに包括契約のパイプラインを獲得する」ことをマイルストンにするのがいいかなと思っています。イメージ合いますか？（UB内でAWS/Salesforceの包括契約が3-5か月くらいの検討期間だった気がするので、それを参考にしてます）  <https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b|https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b>,<@U06FZPTPL6N> 包括契約の件ですが、「包括契約による大型契約の実現」というテーマでいったんドラフトを記載しました。  作田さんに確認してもらいたいこととして、まずは1社受注することが重要だと思うので、「2025年中に1件受注する」ことを目標に、「2Qに包括契約のパイプラインを獲得する」ことをマイルストンにするのがいいかなと思っています。イメージ合いますか？（UB内でAWS/Salesforceの包括契約が3-5か月くらいの検討期間だった気がするので、それを参考にしてます）  <https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b|https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b>,Slack #ub-board
<@U06FZPTPL6N> 包括契約の件ですが、「包括契約による大型契約の実現」というテーマでいったんドラフトを記載しました。  作田さんに確認してもらいたいこととして、まずは1社受注することが重要だと思うので、「2025年中に1件受注する」ことを目標に、「2Qに包括契約のパイプラインを獲得する」ことをマイルストンにするのがいいかなと思っています。イメージ合いますか？（UB内でAWS/Salesforceの包括契約が3-5か月くらいの検討期間だった気がするので、それを参考にしてます）  <https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b|https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b>,<@U06FZPTPL6N> 包括契約の件ですが、「包括契約による大型契約の実現」というテーマでいったんドラフトを記載しました。  作田さんに確認してもらいたいこととして、まずは1社受注することが重要だと思うので、「2025年中に1件受注する」ことを目標に、「2Qに包括契約のパイプラインを獲得する」ことをマイルストンにするのがいいかなと思っています。イメージ合いますか？（UB内でAWS/Salesforceの包括契約が3-5か月くらいの検討期間だった気がするので、それを参考にしてます）  <https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b|https://www.notion.so/uzabase/18a58a33603580c29ba4f977c1f8c53b>,Slack #ub-board
<@U06FZPTPL6N> 対象企業の決算期次第にはなりますよね。では2Qでパイプライン1件、年内で累計3件、でどうでしょうか？,<@U06FZPTPL6N> 対象企業の決算期次第にはなりますよね。では2Qでパイプライン1件、年内で累計3件、でどうでしょうか？,Slack #ub-board
<@U03EKMATA> <@U06FZPTPL6N> こちら、記載完了しました。必要であればUB経営会議で説明します（概要と方針は共有済みなので、ゴールとマイルストンだけざっと説明するイメージです）,<@U03EKMATA> <@U06FZPTPL6N> こちら、記載完了しました。必要であればUB経営会議で説明します（概要と方針は共有済みなので、ゴールとマイルストンだけざっと説明するイメージです）,Slack #ub-board
<@U013F0V890D> <@U0128F6A6TX> <@U06FZPTPL6N> Opsのリソース不足のアラートを共有させてください。  NPとSPコンサルの対応をしているチームで、年末の社員退職＋メンバーの体調不良＋SPコンサルの計画上振れなどで短期的に急激に逼迫しており、リーダー（岩井さん）が倒れる直前のような状況です。  Ops内でも別のメンバーをアサインするなど調整はしますが、受注対応に遅れが出る可能性があります。可能であれば、営業チームに情報連携していただけると助かります。  なお、後任採用は順調に進んでいる＋メンバーの体調も回復傾向にあるので、1ヶ月程度で安定化はすると思います。,<@U013F0V890D> <@U0128F6A6TX> <@U06FZPTPL6N> Opsのリソース不足のアラートを共有させてください。  NPとSPコンサルの対応をしているチームで、年末の社員退職＋メンバーの体調不良＋SPコンサルの計画上振れなどで短期的に急激に逼迫しており、リーダー（岩井さん）が倒れる直前のような状況です。  Ops内でも別のメンバーをアサインするなど調整はしますが、受注対応に遅れが出る可能性があります。可能であれば、営業チームに情報連携していただけると助かります。  なお、後任採用は順調に進んでいる＋メンバーの体調も回復傾向にあるので、1ヶ月程度で安定化はすると思います。,Slack #ub-board
ありがとうございます。いったん今日、最低限の調整はしましたが、1週間くらいはリスク高いので、レポートラインの組織への認識共有を進めてもらえると助かります。,ありがとうございます。いったん今日、最低限の調整はしましたが、1週間くらいはリスク高いので、レポートラインの組織への認識共有を進めてもらえると助かります。,Slack #ub-board
<@U8PQH8JUT> <@U03EKMATA> 生産性モニタリングPJ【仮】に参加するFP&amp;A・HRBPのメンバーを教えてもらえますか？いったん、週1回x30分で2月下旬～3末頃までで初期的に動いてみようと思います。,<@U8PQH8JUT> <@U03EKMATA> 生産性モニタリングPJ【仮】に参加するFP&amp;A・HRBPのメンバーを教えてもらえますか？いったん、週1回x30分で2月下旬～3末頃までで初期的に動いてみようと思います。,Slack #ub-board
<@U03KD6E5M> <@U012NLARB6D> すみません、今日のUB経営会議とスピーダ経営会議は都合がつかずオンラインで参加します。,<@U03KD6E5M> <@U012NLARB6D> すみません、今日のUB経営会議とスピーダ経営会議は都合がつかずオンラインで参加します。,Slack #ub-board
<@U04LK3VQ1B7> コーポレートの追加投資ですが（システムとOpsアルバイト）、スピーダ経営会議ではなくUB経営会議で協議することになりました。,<@U04LK3VQ1B7> コーポレートの追加投資ですが（システムとOpsアルバイト）、スピーダ経営会議ではなくUB経営会議で協議することになりました。,Slack #ub-board
<@U8PQH8JUT> 追加投資の件、4/3のUB経営会議のアジェンダに入れることになるでしょうか？（タイミングを知りたく）,<@U8PQH8JUT> 追加投資の件、4/3のUB経営会議のアジェンダに入れることになるでしょうか？（タイミングを知りたく）,Slack #ub-board
<@U04LK3VQ1B7> こないだのSalesforce開発の追加投資の金額（900万円ほど）を見て気になったので確認なんですが、Ops予算からも2Qに200万円をシステム開発費に充てるということで連携取れてます？つまり合計で1100万円くらいが追加になる。,<@U04LK3VQ1B7> こないだのSalesforce開発の追加投資の金額（900万円ほど）を見て気になったので確認なんですが、Ops予算からも2Qに200万円をシステム開発費に充てるということで連携取れてます？つまり合計で1100万円くらいが追加になる。,Slack #ub-board
<@U04LK3VQ1B7> AIの委員会（？）っていつ頃にキックオフする予定でしょうか？以前話したような組織との目標設定(アウトプット生産性や売上高人件費率)や投資金額の策定などについて、千葉さんとも会話してある程度目線が揃ってきたので、各所での動きと同期したうえで、今期の事業計画や次期中計に織り込んでいく動き方を会話して決めたく。,<@U04LK3VQ1B7> AIの委員会（？）っていつ頃にキックオフする予定でしょうか？以前話したような組織との目標設定(アウトプット生産性や売上高人件費率)や投資金額の策定などについて、千葉さんとも会話してある程度目線が揃ってきたので、各所での動きと同期したうえで、今期の事業計画や次期中計に織り込んでいく動き方を会話して決めたく。,Slack #ub-board
<@U04LK3VQ1B7> タイミング結構後になるんですね。だとしたらそのキックオフのタイミングを先に関係メンバーに共有した方がいいかもしれません（すでに個別で色々動いてるので）  戦略リストの話は後でチャットで話せればと思いますが、最低限の項目だけ先に合意して、マイルストンはキックオフ後に決めればいいかなと思います。,<@U04LK3VQ1B7> タイミング結構後になるんですね。だとしたらそのキックオフのタイミングを先に関係メンバーに共有した方がいいかもしれません（すでに個別で色々動いてるので）  戦略リストの話は後でチャットで話せればと思いますが、最低限の項目だけ先に合意して、マイルストンはキックオフ後に決めればいいかなと思います。,Slack #ub-board
<@U02J63QV8> <@U012NLARB6D> （<@U013F0V890D>）先ほど話したマッキンゼーの倉本さんの件ですが、さっそくアドバイザーとして一緒にできないか打診したところ、前向きに検討してもらえて今度話すことになりました。  販売パートナー・コンサル領域の話がメインになるかなと思うので、作田さんには同席してもらおうかと考えていますが、他に依頼に含めた方が良い領域と、同席した方がUBメンバーはいますか？,<@U02J63QV8> <@U012NLARB6D> （<@U013F0V890D>）先ほど話したマッキンゼーの倉本さんの件ですが、さっそくアドバイザーとして一緒にできないか打診したところ、前向きに検討してもらえて今度話すことになりました。  販売パートナー・コンサル領域の話がメインになるかなと思うので、作田さんには同席してもらおうかと考えていますが、他に依頼に含めた方が良い領域と、同席した方がUBメンバーはいますか？,Slack #ub-board
ありがとうございます。そしたらいったん張替・作田でパートナー戦略・プライシングあたりの文脈で提案して進めますね。その後にうまくいけたらSPコンサルの文脈で川口さん・金子さんと会話するようにしてみます。,ありがとうございます。そしたらいったん張替・作田でパートナー戦略・プライシングあたりの文脈で提案して進めますね。その後にうまくいけたらSPコンサルの文脈で川口さん・金子さんと会話するようにしてみます。,Slack #ub-board
<@U06FZPTPL6N> 上で少し会話しているんですが、マッキンゼーの倉本さんという方に、パートナー戦略・プライシングあたりのアドバイザーとしてスピーダ事業に入ってもらうことを検討しています。B2Bの営業改革やグローバル戦略、販促実行支援などを経験してきている方です。 <https://www.mckinsey.com/jp/our-people/yukari-kuramoto>  作田さんの支援をするような構造になると思うので、今度一緒に面談に入ってもらえませんか？ベイカレントのような販売パートナー連携の取り組みがボトムアップ的に動いていますが、ここに戦略を持たせて加速させるイメージで考えています。また、新販売プランのプライシング周りにも入ってもらうのもありかと考えています。  ちなみにこれまでのUBとのやり取りの経緯としては、去年に佐久間・稲垣・田口などが会話していて好感触だったんですが、本人がまだ転職移行があまり高くなくて、ペンディングになっていました。その後、つい先週に佐久間・張替で倉本さんと会話して、改めて一緒に働く道を検討しています。,<@U06FZPTPL6N> 上で少し会話しているんですが、マッキンゼーの倉本さんという方に、パートナー戦略・プライシングあたりのアドバイザーとしてスピーダ事業に入ってもらうことを検討しています。B2Bの営業改革やグローバル戦略、販促実行支援などを経験してきている方です。 <https://www.mckinsey.com/jp/our-people/yukari-kuramoto>  作田さんの支援をするような構造になると思うので、今度一緒に面談に入ってもらえませんか？ベイカレントのような販売パートナー連携の取り組みがボトムアップ的に動いていますが、ここに戦略を持たせて加速させるイメージで考えています。また、新販売プランのプライシング周りにも入ってもらうのもありかと考えています。  ちなみにこれまでのUBとのやり取りの経緯としては、去年に佐久間・稲垣・田口などが会話していて好感触だったんですが、本人がまだ転職移行があまり高くなくて、ペンディングになっていました。その後、つい先週に佐久間・張替で倉本さんと会話して、改めて一緒に働く道を検討しています。,Slack #ub-board
<@U06FZPTPL6N> ありがとうございます。はい、期待値はその通りです。,<@U06FZPTPL6N> ありがとうございます。はい、期待値はその通りです。,Slack #ub-board
